"name";2007-05-05;2007-06-04;2007-07-04;2007-08-03;2007-09-02;2007-10-02;2007-11-01;2007-12-01;2007-12-31;2008-01-30;2008-02-29;2008-03-30;2008-04-29;2008-05-29;2008-06-28;2008-07-28;2008-08-27;2008-09-26;2008-10-26;2008-11-25;2008-12-25;2009-01-24;2009-02-23;2009-03-25;2009-04-24;2009-05-24;2009-06-23;2009-07-23;2009-08-22;2009-09-21;2009-10-21;2009-11-20;2009-12-20;2010-01-19;2010-02-18;2010-03-20;2010-04-19;2010-05-19;2010-06-18;2010-07-18;2010-08-17;2010-09-16;2010-10-16;2010-11-15;2010-12-15;2011-01-14;2011-02-13;2011-03-15;2011-04-14;2011-05-14;2011-06-13;2011-07-13;2011-08-12;2011-09-11;2011-10-11;2011-11-10;2011-12-10;2012-01-09;2012-02-08;2012-03-09;2012-04-08;2012-05-08;2012-06-07;2012-07-07;2012-08-06;2012-09-05;2012-10-05;2012-11-04;2012-12-04;2013-01-03;2013-02-02;2013-03-04;2013-04-03;2013-05-03;2013-06-02;2013-07-02;2013-08-01;2013-08-31;2013-09-30;2013-10-30;2013-11-29;2013-12-29;2014-01-28;2014-02-27;2014-03-29;2014-04-28;2014-05-28;2014-06-27;2014-07-27;2014-08-26;2014-09-25;2014-10-25;2014-11-24;2014-12-24;2015-01-23;2015-02-22;2015-03-24;2015-04-23;2015-05-23;2015-06-22;2015-07-22;2015-08-21;2015-09-20;2015-10-20;2015-11-19;2015-12-19;2016-01-18;2016-02-17;2016-03-18;2016-04-17;2016-05-17;2016-06-16;2016-07-16;2016-08-15;2016-09-14;2016-10-14;2016-11-13;2016-12-13;2017-01-12;2017-02-11;2017-03-13;2017-04-12;2017-05-12;2017-06-11;2017-07-11;2017-08-10;2017-09-09;2017-10-09;2017-11-08;2017-12-08;2018-01-07;2018-02-06;2018-03-08;2018-04-07;2018-05-07;2018-06-06;2018-07-06;2018-08-05;2018-09-04;2018-10-04;2018-11-03;2018-12-03;2019-01-02
"Seeed";0,0080465021;0,23426917;0,36330712;0,40291377;0,44124393;0,52931008;0,6101718;0,65192957;0,67219807;0,68645959;0,6934291;0,69831833;0,70761414;0,71784309;0,72174856;0,72366137;0,74457515;0,80417451;0,8801498;0,92707292;0,93766702;0,93617997;0,93115033;0,92586489;0,92060945;0,91538384;0,91018789;0,90502144;0,89988431;0,89477634;0,88969737;0,88464722;0,87962574;0,87463277;0,86966813;0,86587499;0,8640926;0,86274626;0,85960497;0,85481707;0,85060317;0,84864921;0,84830435;0,8464449;0,84217406;0,83739367;0,83722037;0,84710515;0,85734478;0,85790833;0,85321622;0,84837315;0,84582807;0,85192392;0,87103131;0,8971108;0,91823168;0,92691915;1,0534863;1,6132733;2,6090514;3,391868;3,6669033;3,7273436;3,7547044;3,7869427;3,8167478;3,8307021;3,8615974;3,9554685;4,0533622;4,0789802;4,0621708;4,066765;4,1261456;4,2061679;4,2353863;4,218518;4,1950862;4,217081;4,3006771;4,4725118;5,2110406;6,9650932;8,7894856;9,3138915;9,3957804;9,6276108;10,043486;10,35589;10,557466;10,766991;10,941875;11,020359;11,061826;11,170909;11,289768;11,329489;11,336115;11,363068;11,414697;11,443507;11,431591;11,40147;11,359347;11,318835;11,330913;11,429619;11,52607;11,547874;11,516651;11,474881;11,477164;11,554655;11,657433;11,700234;11,678925;11,665087;11,640051;11,603531;11,576043;11,557955;11,541384;11,50805;11,460168;11,490517;11,592189;11,670057;11,659063;11,598069;11,532236;11,466776;11,401687;11,336969;11,272617;11,208631;11,145008;11,081746;11,018843;10,956298;10,894107;10,832269;10,770783
"Katzenjammer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0064168846;0,1687772;0,59011057;1,0713127;1,3570483;1,4537766;1,5179753;1,5385603;1,5832754;1,6612784;1,7312118;1,7699853;1,779871;1,7723267;1,7622665;1,7522634;1,7451627;1,7411358;1,7362305;1,7283168;1,7185331;1,7345389;1,797397;1,8726083;1,9087366;1,9098013;1,9281085;1,9992583;2,1061021;2,1660272;2,1742282;2,4178896;2,9690465;3,5448857;3,8247758;3,8308561;3,8365571;3,8250068;3,822582;3,8423154;3,8599541;3,8595066;3,8448858;3,8260074;3,8042901;3,782696;3,7612244;3,7398748;3,7186463;3,6975384;3,6765502;3,6556812;3,6349306;3,6142978;3,5937822;3,573383;3,5891368;3,6696589;3,7761681;3,8531368;3,9129037;4,1167651;5,0254142;6,287226;7,0425344;7,2546488;7,3165743;7,4510191;7,7014187;7,9917756;8,1709418;8,2452117;8,2618038;8,2438784;8,2160159;8,1827226;8,1995598;8,3493447;8,568993;8,6818724;8,7163619;8,9601911;9,5233338;10,157394;10,338555;10,310054;10,267798;10,212808;10,160587;10,113925;10,066952;10,014981;9,9581336;9,9016088;9,8454047;9,7895198;9,733952;9,6786996;9,6474317;9,8364192;10,271413;10,600579;10,703212
"The Beatles";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013294534;0,019797953;0,072856;0,12809931;0,1466997;0,145867;0,14503902;0,14421574;0,14339714;0,14258318;0,14177384;0,1409691;0,14016892;0,13937329;0,13858217;0,13779554;0,13701338;0,13623566;0,13546235;0,19208808;0,41335342;0,74283077;0,94355849;0,95784513;0,95240816;0,94700205;0,94162663;0,93772081;0,95743236;1,0315093;1,137729;1,2119048;1,2288534;1,2350954;1,2325741;1,2255777;1,218621;1,2117038;1,2048259;1,197987;1,1911869;1,1844254;1,1777023;1,1710174;1,1643704;1,1577611;1,1511894;1,144655;1,1381576;1,1316972;1,1252734;1,118886;1,1125349;1,1062199;1,0999407;1,0936972;1,0874891;1,0813162;1,0751784;1,0690754;1,0630071;1,3095109;2,449393;4,4367338;6,114356;7,4834654;8,7564663;9,2524722;9,2896763;9,4428813;9,9166649;10,490603;10,786167;10,759954;10,698878;10,662678;10,965515;11,508688;11,874806;11,97067;11,902722;11,835159;11,767979;11,701181;11,634763;11,568721;11,503054;11,43776;11,372836;11,308281;11,244092;11,180268;11,116806;11,053704;10,990961;10,928573;10,86654;10,804859;10,743528;10,682545
"HammerFall";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0023778664;0,010309045;0,019707551;0,02461693;0,025109159;0,024966633;0,024824916;0,20251162;1,8236508;4,8686654;7,6909501;8,9962782;9,2311476;9,3260337;9,3997066;9,5367107;9,8344767;10,083791;10,197427;10,229005;10,257086;10,419882;10,615754;10,684865;10,647163;10,596836;10,561;10,598759;10,752565;10,881098;10,90079;10,870869;10,841451;10,820621;10,811901;10,80462;10,77914;10,74938;10,743948;10,808442;10,880458;10,9015;10,880748;10,839813;10,806418;10,805722;10,86429;10,916453;10,901557;10,867768;10,858865;10,864277;10,858334;10,845569;10,824065;10,806008;10,818948;10,874828;10,95447;11,009873;11,022559;11,009185;10,991888;10,979422;10,982399;11,009845;11,060601;11,110788;11,14316;11,182638;11,238969;11,257306;11,223446;11,16452;11,103251;11,058673;11,035667;11,008971;10,969082;10,92813;10,889403;10,847543;10,80976;10,790802;10,768983;10,726203;10,676487;10,623884;10,569828;10,518247;10,467447;10,410936;10,358151;10,324904
"Heaven Shall Burn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00064609683;0,0046354735;0,011242584;0,016379349;0,017619459;0,017519447;0,017420002;0,54749216;2,2253793;4,3293468;5,7299487;6,3992289;6,9810107;7,6411102;8,3126584;8,8212703;9,0781271;9,1798648;9,3137606;9,5884124;10,093952;10,610963;10,913341;11,266482;11,827747;12,295898;12,486712;12,550283;12,765789;13,130805;13,337493;13,348132;13,339587;13,330556;13,301214;13,312452;13,387582;13,436945;13,420838;13,36834;13,299088;13,223599;13,148539;13,07496;13,009894;12,955362;12,906035;12,861008;12,819322;12,775105;12,724064;12,667948;12,60178;12,546793;12,505676;12,45842;12,396458;12,32621;12,256243;12,18929;12,129648;12,072696;12,012751;11,946763;11,889705;11,841357;11,793695;11,749769;11,711187;11,681385;11,6641;11,64855;11,630071;11,620237;11,61617;11,598096;11,551662;11,491407;11,435959;11,382877;11,325194;11,268357;11,246242;11,262713;11,265202;11,22859;11,173295;11,119354;11,071926;11,02108;10,961298;10,899079;10,847469;10,828938;10,846439;10,852744;10,831663;10,796085;10,768352;10,777518;10,798948;10,81521;10,842962;10,881301;10,900578;10,888276;10,844778;10,783221;10,722013;10,662605;10,609731;10,564278;10,522239;10,477468;10,424073;10,365019;10,316999;10,298387
"girugamesh";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009118616;0,0059416599;0,014306122;0,019292661;0,020082103;0,019968112;0,019854768;0,019742067;0,019630006;0,019518581;0,019407789;0,019297625;0,019188087;0,019079171;0,018970873;0,018863189;0,018756117;0,018649653;0,018543793;0,018438533;0,018333872;0,018229804;0,018126327;0,018023437;0,017921132;0,017819407;0,01771826;0,017617686;0,017517684;0,017418249;0,017319379;0,01722107;0,017123319;0,14549438;0,80517148;1,9110748;2,7739838;3,0503932;3,0612207;3,0438444;3,0265668;3,0093873;2,9923052;2,9753202;2,9584315;2,9416387;2,9249412;2,9083385;2,8918301;2,8754153;2,8590937;2,8428648;2,826728;2,9080044;3,3457478;4,1230259;4,7784988;4,9650676;5,0590098;5,2167919;5,3879798;5,4584787;5,427495;5,3966872;5,3660542;5,4574116;5,7297177;6,0774622;6,276196;6,2512061;6,2157227;6,1804407;6,1775454;6,9412951;9,2251101;11,492411;12,279756;12,274838;12,205163;12,135884;12,066998;11,998502;11,930396;11,862676;11,79534;11,742796;11,718198;11,706232;11,672677;11,606967;11,541083;11,475573;11,410435;11,345666;11,281266;11,21723;11,153558;11,090248;11,027297;10,964703;10,902465;10,84058;10,779046;10,717861;10,657024;10,596532;10,536384;10,476576;10,428241;10,402122;10,384375;10,353202;10,299561;10,241098;10,182967;10,125166
"Clueso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0017586493;0,010138228;0,023543129;0,032587267;0,036473777;0,045625315;0,058771982;0,065420182;0,06540403;0,065032781;0,064663638;0,064296592;0,063931628;0,063568736;0,063207904;0,06284912;0,062492373;0,87543509;3,563103;7,3994445;10,388628;11,77316;12,625511;13,22105;13,601399;13,722175;13,714759;13,687193;13,655008;13,59581;13,518872;13,443292;13,372147;13,307577;13,250347;13,20363;13,195394;13,358373;13,60443;13,715473;13,689112;13,621996;13,5604;13,499812;13,432462;13,35747;13,28165;13,20626;13,131298;13,056761;12,982648;12,908955;12,835681;12,762822;12,690377;12,618343;12,546719;12,4755;12,404686;12,334274;12,264262;12,194647;12,125427;12,058667;11,998185;11,941646;11,881938;11,815958;11,748888;11,682198;11,615887;11,553517;11,505758;11,472525;11,440974;11,412679;11,392923;11,357685;11,305597;11,243745;11,179923;11,116463;11,053363;10,990621;10,929156;10,90469;10,931115;10,95724;10,932172;10,873599;10,811877;10,750507;10,689484;10,628808;10,568476;10,508487;10,448838;10,389528;10,330554;10,271915;10,213609;10,155634;10,097988
"Grimes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8968676e-05;0,0030853935;0,010104948;0,016133741;0,23966996;1,5265498;4,4178662;7,411417;8,9525936;9,7207096;10,183546;10,352023;10,355333;10,492906;10,934306;11,513094;11,806335;11,777769;11,717445;11,651955;11,585816;11,522259;11,468693;11,421296;11,366533;11,30627;11,253258;11,210905;11,159982;11,097978;11,034983;10,972346;10,910064;10,848136;10,78908;10,737619;10,695295;10,736796;10,92178;11,099719;11,109437;11,048203;10,991421;10,935908;10,877671;10,816526;10,755128;10,694079;10,633377;10,573019;10,513004;10,45333;10,393994;10,334995;10,276331;10,218;10,16;10,10233;10,044986;9,9899963;9,9427754;9,8984982;9,8499482;9,7958699;9,7402661;9,6849779;9,6300035;9,5753412;9,5220206;9,5077244;9,570807;9,6821582;9,7768296;9,8563594;9,9012909
"Korn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00092808771;0,0079265878;0,022335253;0,033042234;0,41394308;1,7645892;3,4179594;4,3347667;4,5514386;4,57391;4,5532108;4,5347554;4,5197399;4,5860518;5,0716243;6,0872429;7,3777826;8,5843554;9,5810799;10,329905;10,849696;11,139752;11,15386;11,179828;11,281838;11,426913;11,521346;11,525305;11,478267;11,420245;11,37332;11,373622;11,399526;11,378761;11,331839;11,309156;11,339862;11,581711;12,060076;12,49468;12,613196;12,590421;12,554917;12,519219;12,506088;12,469191;12,415953;12,394524;12,383041;12,365348;12,400221;12,518303;12,559095;12,501115;12,430156;12,362629;12,307663;12,260252;12,202332;12,134575;12,065696;11,997208;11,929109;11,861396;11,794068;11,727122;11,660556;11,594367;11,529266;11,468635;11,413802;11,35918;11,29745;11,233322;11,172611;11,120876;11,070114;11,012763;10,951033;10,888872;10,827064;10,765607;10,705096;10,665507;10,647144;10,61872;10,569993;10,509996;10,450338;10,391019;10,332037;10,27339;10,216664;10,166928;10,125777;10,083291;10,029854;9,972922;9,9163132
"Evanescence";0;0;0;0;0;0;0;0;0;0,0025502527;0,23941199;1,0435393;2,1787754;3,0477849;3,4551467;3,7646135;4,1681762;4,747443;5,603794;6,5121321;7,1986394;7,6990475;8,0466845;8,240471;8,424284;8,6704825;8,8972723;9,0271524;9,0409375;9,0106012;8,9979498;9,0064883;9,0142138;8,9944303;9,0618778;9,3794014;9,7694158;10,01299;10,168491;10,581512;11,30563;11,996192;12,334488;12,434678;12,607586;13,289926;14,464256;15,175686;15,226608;15,211805;15,234775;15,268527;15,267594;15,212365;15,142057;15,114191;15,113207;15,080763;15,008241;14,923051;14,838344;14,754118;14,67037;14,587401;14,508718;14,436646;14,36238;14,283027;14,208594;14,143613;14,076646;14,001824;13,926698;13,854646;13,785132;13,719855;13,655462;13,582736;13,505637;13,4296;13,357007;13,287198;13,216515;13,142877;13,070163;13,004525;12,942791;12,879227;12,808675;12,73597;12,663678;12,591795;12,520321;12,449253;12,378588;12,308324;12,238459;12,174049;12,119688;12,069618;12,010708;11,943132;11,87534;11,807932;11,740907;11,674263;11,607997;11,542107;11,476591;11,418159;11,372271;11,330327;11,283315;11,232584;11,190431;11,166182;11,14219;11,103512;11,07076;11,038049;10,985214;10,923136;10,861134;10,799483;10,738183;10,67723;10,620374;10,573503;10,52894;10,475907;10,418617;10,381229;10,386083;10,391625;10,354162;10,295962;10,237519;10,179409;10,121628;10,064175;10,007048;9,9502455;9,8937654
"Alligatoah";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0040464501;0,66086361;2,2332305;4,257443;5,9459599;6,8508951;7,2308962;7,3899595;7,4582531;7,5289184;7,752737;8,1819202;8,932031;9,9437767;10,689604;10,96777;11,026567;11,129025;11,233183;11,2422;11,21187;11,190032;11,183541;11,2047;11,24188;11,251374;11,236928;11,216196;11,181577;11,125289;11,062139;10,999347;10,936912;10,874832;10,813103;10,751725;10,690696;10,63088;10,594867;10,602516;10,669711;10,745531;10,757879;10,731926;10,695687;10,645047;10,584623;10,559528;10,586479;10,622332;10,622573;10,589948;10,542772;10,485023;10,425507;10,368475;10,322326;10,277126;10,224572;10,167633;10,109919;10,052533;9,9954722;9,9387354;9,8823207
"Corvus Corax";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00013549774;0,0036478877;0,011565453;0,018788041;0,021295372;0,021174494;0,021054302;0,064739535;0,61157994;1,9557381;3,9940983;6,3780054;8,6328826;10,450059;11,590664;12,236462;12,58393;12,717394;12,724444;12,739172;12,891291;13,138796;13,296348;13,336682;13,336607;13,344577;13,399497;13,590232;13,889876;14,063427;14,06363;14,043263;14,041826;14,047193;14,029119;13,973064;13,896285;13,817407;13,74152;13,720641;13,755751;13,783242;13,751163;13,676011;13,598599;13,52141;13,444659;13,368344;13,292462;13,217011;13,141988;13,06739;12,993217;12,920528;12,85154;12,785591;12,722145;12,662902;12,605011;12,556468;12,518717;12,470545;12,406334;12,335912;12,26589;12,196266;12,127037;12,058201;11,989756;11,921699;11,854028;11,786742;11,719837;11,653313;11,587165;11,521394;11,455995;11,390968;11,32631;11,262019;11,198093;11,13453;11,071328;11,008484;10,945997;10,883865;10,822085;10,760657;10,699576;10,638843;10,578454;10,518408;10,458703;10,419484;10,422722;10,444821;10,43253;10,3771;10,325309;10,293762;10,295492;10,313831;10,30108;10,256069;10,198421;10,140532;10,082972;10,039123;10,016629;9,9959972;9,960394;9,9161386;9,8704663;9,8199593;9,7642188;9,7248505;9,7473987;9,7773497;9,7734101;9,762121;9,7804507;9,8277151;9,8449656;9,8193326;9,7732764
"Alessia Cara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013964134;0,30831806;1,2782963;2,4401927;3,1081642;3,5035195;4,0001039;4,5748267;5,037239;5,3933783;5,7024082;5,8989772;6,103522;6,3580627;6,5133864;6,565505;6,5854196;6,6302004;6,7794777;7,1594739;7,6387925;8,0055268;8,2427407;8,4469267;8,6196971;8,7068603;8,7342425;8,757069;8,81264;8,8912337;8,9464187;8,9671793;8,9676796;8,9681741;9,0141813;9,1345443;9,296018
"Kraftklub";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011271715;0,61574215;2,4426201;4,6152922;5,8924896;6,2672577;6,4684871;6,5831868;6,6589787;6,7669421;6,9644615;7,1710797;7,3022796;7,3847662;7,4445389;7,4703309;7,4627367;7,4463382;7,5169523;7,7072115;7,8582204;7,9231936;7,9741086;8,0864641;8,2737315;8,4551042;8,5129404;8,5131975;8,5541878;8,7737383;9,127765;9,4520874;9,6527297;9,7002698;9,6831396;9,673704;9,7213541;9,7764445;9,7698335;9,7255783;9,6705551;9,6234654;9,6023854;9,6108857;9,6217541;9,6197844;9,61548;9,624898;9,6514627;9,6749253;9,6859192;9,6793885;9,6703267;9,6719462;9,6823436;9,7024771;9,7497791;9,830152;9,908539;9,9531804;9,9416219;9,9100394;9,8781356;9,8436881;9,7996258;9,7517296;9,7728923;9,8657014;9,9430733;9,9382524;9,8859824;9,829867;9,7740703;9,7185902;9,663425;9,608573;9,5548141;9,5048444;9,4577552;9,4100038;9,3584712;9,3053502;9,2525307;9,200011
"Die Apokalyptischen Reiter";0;0;0;0;0;0;0;0;0;0;0;0;0;0,026013922;0,31195407;1,3315425;2,999914;4,5751894;5,7168628;6,4968989;7,0286064;7,3754055;7,6407988;7,8324314;7,9347131;8,0379022;8,1450971;8,2058392;8,2391068;8,2584101;8,3255412;8,5277688;8,8306273;9,0570997;9,1406189;9,1324467;9,0904665;9,0469277;9,0037212;8,9612374;8,9502225;9,0096836;9,1009904;9,1418188;9,128427;9,1079422;9,2788255;10,025819;11,060078;11,734386;11,996115;12,042292;11,997282;12,045234;12,3299;12,728812;12,994889;13,085402;13,063688;12,994655;12,926909;12,85704;12,78453;12,711962;12,646105;12,608585;12,583416;12,536139;12,470159;12,399456;12,329073;12,260154;12,194914;12,137398;12,10172;12,093022;12,208699;12,594633;12,955011;13,04099;12,982627;12,909744;12,836465;12,763602;12,691153;12,619115;12,547486;12,476263;12,405444;12,335028;12,265011;12,195392;12,126168;12,057337;11,988896;11,920844;11,853179;11,785897;11,718997;11,652477;11,586335;11,520568;11,455174;11,390152;11,325499;11,261212;11,197291;11,133732;11,070534;11,007695;10,945213;10,883085;10,82131;10,759885;10,69881;10,638081;10,577696;10,517655;10,457954;10,398592;10,339567;10,280877;10,22252;10,164494;10,106798;10,049429;9,9923863;9,935667;9,8792697;9,8231925;9,7674336;9,7119912;9,6568635;9,6020487;9,5475451;9,4933508;9,4394642;9,3860335;9,3363915;9,2941614;9,2517496;9,202735;9,150498
"M.I.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002735044;0,018359646;0,0418783;0,054935686;0,05695141;0,05662814;0,056306704;0,055987093;0,055669296;0,055353303;0,055039104;0,054726689;0,054416046;0,054107167;0,053800041;0,053494659;0,05319101;0,052889084;0,052588873;0,052290365;0,051993552;0,051698423;0,05140497;0,31715931;1,6947226;3,7788758;5,5546296;6,396226;6,6068046;6,6055082;6,5680137;6,530732;6,493662;6,4568023;6,4201519;6,3837095;6,347474;6,3114441;6,2756188;6,2420801;6,2165189;6,1935932;6,1639818;6,1297921;6,0949979;6,0604011;6,0260008;5,9917957;5,9577848;5,9239669;5,890341;5,8569059;5,8236607;5,7906041;5,7577352;5,7250528;5,6984078;5,6874909;5,6779139;5,65608;5,6251893;5,5932593;5,5615106;5,5299421;5,4985527;5,4673416;5,4363076;5,4054497;5,3747671;5,403373;5,6853959;6,3425229;7,0977313;7,8067445;8,6021244
"Beatsteaks";0;0,010144824;0,49785356;1,6731002;3,1624744;4,6369082;5,9144486;6,763758;7,2995276;8,0060648;8,9275835;9,757635;10,352183;10,709994;10,880378;11,047686;11,301868;11,506897;11,563372;11,519074;11,456671;11,397639;11,348459;11,305202;11,259392;11,204708;11,149871;11,182543;11,351683;11,532912;11,596389;11,586387;11,539532;11,475677;11,416117;11,378911;11,378316;11,388502;11,367416;11,340332;11,374763;11,442855;11,465128;11,43201;11,383872;11,324422;11,284682;11,281293;11,271021;11,236228;11,210072;11,196301;11,169819;11,128538;11,112787;11,353314;12,068497;12,966188;13,528993;13,677371;13,622812;13,545485;13,468598;13,392147;13,316129;13,244062;13,177159;13,109575;13,041318;12,975113;12,908242;12,838174;12,770347;12,70927;12,658449;12,620899;12,59169;12,547904;12,483781;12,414808;12,348861;12,284772;12,218847;12,150167;12,0812;12,015401;11,956603;11,905292;11,851013;11,785146;11,71825;11,651735;11,585596;11,519834;11,454444;11,389426;11,332017;11,284172;11,236591;11,180586;11,117445;11,061234;11,015138;10,966744;10,909268;10,847514;10,78594;10,724717;10,663841;10,60331;10,549208;10,509542;10,476869;10,4336;10,376679;10,317779;10,259212;10,200979;10,143075;10,085501;10,028253;9,97133;9,9147302;9,8584517;9,8024927;9,765791;9,7718172;9,7902358;9,771252;9,7206413;9,6654645;9,6106009;9,5560487;9,5018062;9,4478716;9,3942431;9,340919;9,2878976;9,2351772;9,182756;9,1306324;9,0788046;9,0272711
"In Flames";0;0;0,00064101186;0,12159234;0,4798016;0,92079531;1,2639417;1,5507422;1,8095294;2,038134;2,2865422;2,6179539;3,0668021;3,5416732;3,9429336;4,3299894;4,7315273;5,0413835;5,219719;5,3003413;5,4324181;5,6842201;6,0131087;6,3372318;6,5498662;6,6109174;6,6110805;6,6262471;6,6698893;6,7008605;6,7053796;6,7258873;6,7668178;6,8051277;6,8642007;6,9813354;7,2612866;7,7259702;8,1912252;8,48862;8,8763974;9,5195475;10,133061;10,477767;10,65485;10,92054;11,504522;12,287656;12,812905;13,149886;13,378518;13,422544;13,371586;13,310189;13,252467;13,210414;13,169917;13,124624;13,074159;13,015885;12,949426;12,878825;12,805938;12,733249;12,660971;12,589105;12,517646;12,44675;12,37942;12,316987;12,25373;12,186183;12,117011;12,048871;11,989453;11,945694;11,903284;11,844155;11,776925;11,710076;11,643607;11,577515;11,511798;11,449282;11,402112;11,363614;11,314972;11,266029;11,244963;11,224799;11,179393;11,119681;11,056563;10,993803;10,931568;10,878243;10,838249;10,793837;10,73837;10,677858;10,626534;10,587258;10,54413;10,494928;10,451377;10,424491;10,429168;10,450125;10,437642;10,394898;10,346908;10,302759;10,276493;10,277972;10,294673;10,304837;10,291504;10,272896;10,257979;10,233402;10,192548;10,144451;10,092485;10,035871;9,9789046;9,9222619;9,8659406;9,8099391;9,7542554;9,6988878;9,6438345;9,5890937;9,5346636;9,4805424;9,4267285;9,37322;9,3200153;9,2671126;9,2145101;9,1622062;9,1101993;9,0584875;9,0070693
"The Clash";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,39250775;2,2162874;5,346493;7,6953338;8,1895924;8,4271009;8,7946811;9,0379939;9,0475427;8,9961866;8,945122;8,8943472;8,8438607;8,7936607;8,7437457;8,694114;8,644764;8,5956942;8,5469029;8,4983885;8,4501495;8,410021;8,4514054;8,5698403;8,6391275;8,6304275;8,581439;8,5327286;8,4872144;8,450961;8,4175674;8,3771746;8,3308493;8,2835614;8,2365418;8,1897891;8,1433018;8,0970784;8,0511174;8,0054172;7,9599764;7,9147936;7,8698673;7,8251959;7,7807782;7,7366125;7,6926976;8,1401264;9,1496631;10,060049;10,425627;10,390836;10,331855;10,273208;10,214895;10,156913;10,09926;10,041934;9,9849332;9,9282562;9,8719009;9,8158655;9,7601482;9,7047472;9,6496606;9,5948867;9,5404237;9,4862699;9,4324235;9,3788827;9,3256458;9,2727111;9,2200769;9,1677414;9,115703;9,06396;9,0125107;8,9613534;8,9104865;8,8599084;8,8096173
"JAY Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00041908355;0,0036782905;0,018890175;0,085310828;0,4709555;1,6607612;3,3338528;4,8382757;6,2000735;7,3634608;8,1595038;8,6190292;8,895081;9,1585438;9,3774334;9,4777722;9,5068845;9,5642669;9,6522707;9,8430207;10,103698;10,235967;10,206201;10,148268;10,09249;10,047319;10,013868;9,9952061;10,017706;10,100383;10,177848;10,185653;10,151123;10,117055;10,097473;10,085299;10,082414;10,07748;10,050396;10,005838;9,9511637;9,8946784;9,8385138;9,7826679;9,727139;9,6719253;9,6170251;9,5624364;9,5122135;9,4771895;9,4477155;9,4093606;9,3596156;9,3064881;9,2536621;9,201136;9,1489081;9,0969766;9,0453399;8,9939963;8,9429441;8,8921817;8,8417075;8,7915197
